"","V1","V2","V3","V4","V5","V6"
"X10899_16",1,1.99944714175041,1,1,1,1
"X10903_60",1,1,1,1,1.99913306363832,1.99991633535525
"X10961_16",1,1,1.91449636961988,1,1,1
"X10969_10",1,1,1,1,1.90355424002268,1.2
"X10975_16",1,1.99352785468126,1,1.95304391688148,1,1
"X10998_14",1,1,1,1.0625,1.99995492301275,1.99999505240157
"X11040_59",1,1,1,1,1.99798144362568,1.91455331028518
"X11053_34",1,1.7976310464143,1,1.27963514402754,1,1
"X11079_15",1,1.97688756063994,1,1.92426643150246,1,1
"X11085_27",1,1,1.96073982288494,1,1,1
"X11111_15",1,1,1,1.76539229018094,1,1
"X11122_8",1,1.81398439385712,1,1,1,1
"X11134_15",1,1,1,1.2271262160642,1,1
"X11136_23",1,1,1,1.65535284455824,1,1
"X11144_20",1,1,1,1.23893254139805,1.96358605314353,1.93465841374749
"X11190_29",1,1,1.99888372233145,1,1,1
"X11194_10",1,1,1,1,1.9976576626858,1.94016229630577
"X11216_47",1,1,1,1,1.16326530612245,1
"X11230_66",1,1,1,1,1.773512904182,1.99975170559517
"X11281_58",1,1,1.99608298291611,1,1,1
"X11308_7",1,1,1,1,1.9412584154308,1.99362085229842
"X11336_11",1,1.30721430823816,1.15094339622642,1.81415729075789,1,1
"X11338_16",1,1.97080611095796,1,1.51000555069373,1.98479756345838,1.99748240364814
"X11345_13",1,1,1,1,1.71169975520658,1.84256610395664
"X11350_41",1,1.9802285502751,1,1.38695655876659,1.99641554528479,1.99963480970337
"X11359_25",1,1,1.49286078719896,1,1,1
"X11365_20",1,1,1.97866263611629,1,1,1
"X11367_10",1,1.84211902638903,1,1,1,1
"X11384_13",1,1,1,1,1,1
"X11394_16",1,1.93640550552487,1,1.79346954451185,1.18181818181818,1.71555136073755
"X11397_61",1,1,1,1,1,1
"X11403_20",1,1,1,1,1,1
"X11407_18",1,1.08888888888889,1,1.99968669909123,1,1
"X11429_27",1,1.98368406561046,1,1.99650788918832,1.95354082642451,1.99487527684515
"X11452_55",1,1.6112920830936,1,1.96698221822985,1.88119000582504,1.8813190629827
"X11499_57",1,1.84566824384198,1,1,1,1
"X11505_59",1,1.99997839699817,1,1,1,1
"X11506_60",1,1,1,1.82691902186464,1,1
"X11524_25",1,1,1,1.12041142581365,1,1
"X11550_6",1,1,1.97866263611629,1.06299212598425,1,1
"X11564_13",1,1,1.99629271289406,1,1,1
"X11601_46",1,1,1,1.12609922017587,1,1
"X11604_33",1,1,1,1.80220103162475,1.20512820512821,1.75067842605156
"X11640_47",1,1.42892176621833,1,1,1,1
"X11657_31",1,1,1,1,1.89801073849198,1.88875808320146
"X11662_36",1,1,1,1.68446394035857,1,1
"X11693_16",1,1.8634832720923,1,1.98140677447336,1,1
"X11696_33",1,1.4768817901902,1,1.12041142581365,1,1
"X11699_54",1,1.83619569605988,1,1.78756068939102,1,1
"X11734_5",1,1,1,1,1.97155742193113,1.92329383522505
"X11739_19",1,1.78559918428516,1,1.12041142581365,1.9989355063603,1.99999533707351
"X11742_42",1,1.96099701761219,1,1.06349206349206,1,1
"X11800_35",1,1,1,1.1231897805603,1,1
"X11801_31",1,1.99997518521495,1,1,1,1
"X11813_51",1,1.99996050130751,1.97273962393176,1.12224954094177,1.99964433840662,1.91455331028518
"X11814_59",1,1,1,1,1,1
"X11834_11",1,1,1,1,1,1
"X11845_65",1,1,1.99768136171952,1,1,1
"X11847_18",1,1,1,1.79346954451185,1.41791044776119,1
"X11874_56",1,1,1,1,1,1
"X11893_57",1,1.32252522844876,1,1.57505645043029,1,1
"X11936_8",1,1,1.70116108378148,1,1,1
"X11940_18",1,1,1.98578696013808,1,1,1
"X11942_64",1,1,1,1,1,1
"X11953_61",1,1.86845127715522,1,1,1.16666666666667,1
"X11974_65",1,1.97026959426772,1,1.33490255442899,1.99958724983538,1.9999918257001
"X11976_55",1,1,1,1.12511427452005,1.56822639394788,1.92101423112362
"X11988_62",1,1.94307641156996,1,1.48180953372048,1.67585270508191,1.94057973151236
"X12019_66",1,1,1,1,1.96565126292715,1
"X12020_57",1,1.42892176621833,1,1.85726705069442,1,1
"X12034_59",1,1,1,1,1,1
"X12043_52",1,1,1,1.06299212598425,1.836010515529,1.95026237464361
"X12066_15",1,1.70625101295099,1,1.5126354107889,1,1.20512820512821
"X12123_40",1,1.17988165680473,1,1.88626871719062,1,1.21052631578947
"X12130_23",1,1.82135812290047,1,1,1,1
"X12157_14",1,1.99994214866671,1,1.99720337252378,1,1
"X12163_63",1,1,1,1,1.99982809908508,1.99986203567815
"X12169_6",1,1.9666383996745,1.86267752976665,1.99997574334289,1.61539991843474,1.96826865420301
"X12206_5",1,1,1,1.12041142581365,1,1
"X12237_43",1,1,1,1.17667322834646,1.99662214650998,1.99973386273894
"X12243_39",1,1.99973698762843,1,1,1,1
"X12250_10",1,1,1,1.93102645201267,1,1
"X12265_17",1,1.93451007854903,1,1.98742118269493,1.99944674184008,1.97869629683162
"X12268_46",1,1,1,1,1,1
"X12284_17",1,1,1,1,1.92519285610725,1.20512820512821
"X12311_35",1,1.81398439385712,1.9454474692521,1.98895364096001,1.99641554528479,1.99261682937418
"X12375_64",1,1,1,1,1,1
"X12391_51",1,1.99682361417669,1,1.75720258440701,1,1
"X12406_25",1,1,1.91449636961988,1,1,1
"X12409_35",1,1.08695652173913,1,1.12132352941176,1,1
"X12469_55",1,1,1,1.06349206349206,1.97935720833762,1.98811184390761
"X12477_31",1,1.16678545972915,1,1,1.94544760430966,1.94057973151236
"X12510_35",1,1.97236732008271,1,1.23893254139805,1.89345261529081,1.99247715700281
"X12511_25",1,1,1,1,1.86430649962263,1.98986051596036
"X12514_11",1,1.99297955050349,1,1,1,1
"X12515_46",1,1,1,1.12224954094177,1.94544760430966,1.9951410724991
"X12568_9",1,1.86845127715522,1,1,1,1
"X12569_23",1,1,1,1,1.99998802010681,1.99971371494206
"X12592_65",1,1,1,1.06611570247934,1,1
"X12596_38",1,1.99356942294113,1,1.84754288328359,1.90137778814649,1
"X12605_10",1,1,1,1.89777911925233,1,1
"X12637_49",1,1,1,1,1.93261174650017,1.99122156761486
"X12669_51",1,1.48485704197674,1,1.127099777373,1,1
"X12683_23",1,1,1,1,1,1
"X12712_54",1,1,1.99998802010681,1,1,1
"X12717_16",1,1.16678545972915,1,1.1231897805603,1.98851291116882,1.99725308533698
"X12719_58",1,1.99421200142275,1,1,1,1
"X12740_32",1,1.96889882988292,1,1,1,1
"X12749_50",1,1,1,1,1.97866762644949,1.78151046549406
"X12758_58",1,1.16678545972915,1,1.52432994737856,1,1
"X12767_47",1,1,1.99988879143596,1,1,1
"X12768_65",1,1.95462951946415,1,1.12414457831325,1.99679783027853,1.99954536771835
"X12774_39",1,1,1,1.88379179081452,1.7024631656985,1.5240034555103
"X12792_26",1,1.73792134516837,1,1.12224954094177,1,1
"X12798_33",1,1.09195402298851,1,1.99997281798133,1,1
"X12836_29",1,1,1,1,1.72519565707416,1.96826865420301
"X12840_67",1,1.99952903849128,1,1.99997571231898,1.99999292626479,1.99993284915007
"X12851_45",1,1,1,1.48363435611093,1,1
"X12852_47",1,1,1,1,1,1
"X12872_62",1,1,1,1.63653155011785,1,1
"X12873_14",1,1.52830421209722,1,1.63391454172323,1,1
"X12900_10",1,1,1,1.06201550387597,1.99996833293032,1.99247715700281
"X12903_36",2,1.70625101295099,1,1.99900141877575,1.52390155209575,1
"X12925_15",1,1,1,1.99998124895882,1,1
"X12942_49",1,1.99829463763237,1,1.064,1,1
"X12950_46",1,1,1,1.98989092902597,1,1.35411020776874
"X12991_27",1,1,1,1.12224954094177,1.51580165435681,1
"X13005_24",1,1.88136403522587,1.8503397235794,1.94700301996155,1,1
"X13008_56",1,1,1,1,1,1
"X13015_59",1,1.24244631979439,1,1.37673730246594,1.99315420037296,1.99362085229842
"X13025_16",1,1,1,1,1.9772459375449,1.95026237464361
"X13040_68",1,1.97096858551134,1,1.23037942737985,1,1
"X13047_39",1,1,1,1,1,1
"X13054_34",1,1,1,1.0650406504065,1.99948891540764,1.99535079065793
"X13074_65",1,1.64311632946961,1,1.99997353445433,1.99844951457057,1.97596110166895
"X13081_28",1,1.98438690378787,1,1,1,1
"X13088_47",1,1,1,1.12224954094177,1,1
"X13092_36",1,1.70268548810187,1,1.52135981173336,1,1
"X13100_66",1,1,1,1.12511427452005,1.99725308533698,1.99880385691933
"X13101_41",1,1,1.98734127407387,1,1,1
"X13130_14",1,1.84922337514505,1,1,1,1
"X13133_16",1,1,1,1.90618853324914,1.21052631578947,1
"X13137_17",1,1,1,1.12224954094177,1.73347889084513,1.60892090365775
"X13143_15",1,1.99379945699204,1,1,1,1
"X13144_9",1,1.56369068714562,1,1.49648928120534,1.61991854868567,1.87281952469057
"X13170_67",1,1.99996050130751,1.99722059840992,1.99937368093838,1.99978601736602,1.99981735311487
"X13173_24",1,1,1,1,1.66734211119503,1.3620253164557
"X13203_40",1,1,1,1,1.99583113754304,1.99913687602918
"X13209_28",1,1,1,1.97685874155557,1,1
"X13236_59",1,1.96309879149076,1,1.85886600397273,1,1.37894736842105
"X13253_50",1,1,1,1.12224954094177,1,1
"X13265_66",1,1,1.39739928831876,1.12132352941176,1,1
"X13273_40",1,1.6675274361412,1,1.95364698323733,1,1
"X13275_35",1,1,1,1.12224954094177,1.51580165435681,1.19512195121951
"X13289_63",1,1.9963518733911,1,1.81944108002795,1,1
"X13333_16",1,1.17215768425062,1,1.23717181473761,1.8676229462704,1.98788526479637
"X13337_26",1,1.86845127715522,1,1.40518043584423,1,1
"X13345_46",1,1,1,1.62346056858586,1.78151046549406,1.63127028243756
"X13348_50",1,1.16678545972915,1,1,1,1
"X13359_48",1,1.62008742814869,1,1,1,1
"X13366_56",1,1,1,1.12132352941176,1.95596372878009,1.99737139987095
"X13370_59",1,1,1.82040766829528,1,1,1
"X13421_43",1,1,1,1.12132352941176,1,1
"X13435_64",1,1.87000625489376,1,1,1,1
"X13475_42",1,1.44842693860936,1,1,1,1
"X13483_30",1,1,1,1,1.16666666666667,1
"X13511_41",1,1,1.99415148411489,1,1,1
"X13514_57",1,1.3257697015347,1.28032345013477,1.55924190803948,1,1
"X13516_14",1,1.80242918228065,1,1.81415729075789,1,1
"X13540_17",1,1,1.99999170289527,1,1,1
"X13552_6",1,1.78371381137079,1,1.97980809440083,1,1
"X13574_24",1,1,1,1,1,1
"X13605_56",1,1.99905560861638,1,1.9706683464889,1.57792973416443,1.37029637029637
"X13612_54",1.99649122807018,1,1.99992576082671,1,1,1
"X13622_35",1,1,1,1.60514094951487,1,1
"X13634_56",1,1,1,1.06299212598425,1,1
"X13638_52",1,1.16678545972915,1,1.9995971115981,1,1
"X13639_15",1,1.83993011393656,1,1.99845769853592,1,1
"X13640_38",1,1.99998424926164,1.9997680063557,1.97823934608711,1,1
"X13665_29",1,1.99049443703621,1,1.98121574700603,1.80556829932908,1.50286555549713
"X13671_30",1,1,1.16666666666667,1,1,1
"X13699_5",1,1,1,1.06299212598425,1.75045078450065,1.90365115506861
"X13713_52",1,1.99998402373139,1,1.95797638582037,1,1.2
"X13714_43",1,1.09302325581395,1,1,1.71169975520658,1.61991854868567
"X13777_23",1,1,1,1.99992491797329,1.99998968559822,1.99995114840637
"X13796_49",1,1.99983426427645,1,1,1,1
"X13805_38",1,1.08695652173913,1,1,1,1
"X13819_64",1,1.46002724714452,1,1.67094189725265,1,1
"X13857_14",1,1,1,1.19530542703826,1,1.2
"X13866_8",1,1.09195402298851,1,1.30497804124723,1.99874810664659,1.99465356609847
"X13881_42",1,1,1,1.96370464054641,1,1.2
"X13943_12",1,1,1.97035145318032,1,1,1
"X13949_63",1,1.83619569605988,1,1.98344835768579,1,1
"X13956_12",1,1.53250032133149,1,1.5184209682978,1.99995389750428,1.99986119186443
"X13965_55",1,1.36879525861699,1,1.06299212598425,1.99998365583064,1.99999274300182
"X13976_51",1,1.26652479203729,1.99364715231823,1.99648471029973,1,1
"X13982_67",1,1,1,1,1,1
"X13992_51",1,1,1.15094339622642,1.12132352941176,1,1
"X14016_68",1,1,1,1.13019891500904,1.86082510585551,1
"X14023_55",1,1,1,1,1.73347889084513,1.69347854611013
"X14027_30",1,1,1,1.99946385565388,1,1
"X14036_19",1,1,1.97866263611629,1.127099777373,1,1
"X14041_9",1,1,1.99999040836729,1,1,1
"X14096_29",1,1,1.99999194876977,1,1,1
"X14099_44",1,1,1.99992103498192,1,1,1
"X14144_48",1,1,1,1,1.95073191516294,1.97596110166895
"X14173_49",1,1.99452893260781,1,1.99976365785508,1,1
"X14182_21",1,1.99534729970375,1,1.27771012936624,1,1.3620253164557
"X14201_17",1,1,1,1,1.98857362164215,1.99998427111804
"X14204_13",1,1,1,1.96656535853283,1,1
"X14213_28",1,1,1,1.13126577713667,1,1
"X14238_50",1,1,1,1,1.99986788255303,1.99663333116511
"X14242_13",1,1.99786642327839,1,1.99657636173073,1,1.35411020776874
"X14249_41",1,1,1,1.95092872218661,1,1
"X14253_68",1,1.9999851715867,1,1,1,1
"X14301_36",1,1,1,1.07017543859649,1.87441854925049,1.89623438206436
"X14308_22",1,1,1,1.12041142581365,1,1
"X14315_38",1,1.80575571594447,1,1.28760673607728,1,1
"X14321_53",1,1,1,1.06299212598425,1.9884468161436,1.76066133052434
"X14335_31",1,1,1,1.12041142581365,1,1
"X14339_17",1,1.4365240293768,1,1.127099777373,1.9993375363442,1.99963480970337
"X14360_22",1,1,1,1.68446394035857,1,1
"X14382_40",1,1,1,1.90157396367919,1,1
"X14425_42",1,1.08988764044944,1,1.55924190803948,1,1
"X14443_41",1,1,1,1,1.9772459375449,1.49289191820837
"X14475_23",1,1.99107496325539,1,1.55617396763774,1,1
"X14489_38",1,1.98711966639989,1.39104291934481,1.92979947760274,1,1
"X14518_15",1,1,1.63502380102998,1,1,1
"X14521_56",1,1,1,1.94562138015982,1.45651381497412,1.59826502611313
"X14531_14",1,1,1,1.064,1.99995035406245,1.99893332149947
"X14563_59",1,1.96515733573354,1,1.98109099098155,1,1.3620253164557
"X14575_39",1,1,1.99415148411489,1,1,1
"X14584_23",1,1,1.99998737023335,1,1,1
"X14585_49",1,1.94936917389478,1,1,1,1
"X14597_55",1,1,1.99268935514659,1,1,1
"X14626_38",1,1,1,1,1,1
"X14661_49",1,1,1,1.06201550387597,1.16326530612245,1.75050143727026
"X14666_6",1,1,1,1.0625,1.99999424320019,1.9999595134123
"X14708_15",1,1,1.99801352693121,1,1,1
"X14721_55",1,1,1,1,1,1
"X14745_47",1,1,1,1.12041142581365,1.99830308127417,1.99988201932424
"X14756_50",1,1.61566223887513,1,1.34196254473111,1.3191591017678,1.2
"X14757_6",1,1.99642790504124,1.17021276595745,1.92597026020892,1,1
"X14815_32",1,1.9992879980471,1,1,1,1
"X14834_40",1,1,1,1.1753857117003,1,1.35411020776874
"X14868_7",1,1.99997839699817,1,1.97259887296275,1,1.19512195121951
"X14875_11",1,1,1,1.84384205565277,1,1
"X14887_59",1,1,1,1.93434729613933,1,1
"X14910_5",1,1.99583985573297,1,1.12132352941176,1,1
"X14916_54",1,1.99946784128939,1,1.99824914360599,1.8676229462704,1.96826865420301
"X14951_54",1,1.99938184413879,1.39104291934481,1.06349206349206,1,1
"X14965_31",1,1,1,1.80866606465672,1,1
"X14977_26",1,1.71051442701605,1,1.95943406233629,1,1
"X14980_11",1,1.94135869778573,1,1.06451612903226,1,1
"X14986_21",1,1,1,1.06349206349206,1.98082471562539,1.67246406641282
"X15073_42",1,1,1.99944624306007,1,1,1
"X15075_43",1,1,1.99932743671574,1,1,1
"X15079_19",1,1,1,1,1,1
"X15092_47",1,1,1,1.68446394035857,1.31297185998627,1.20512820512821
"X15101_67",2,1,1.99768136171952,1,1,1
"X15107_9",1,1,1.96787803690586,1,1,1
"X15132_16",1,1,1.95851681902659,1,1,1
"X15145_33",1,1,1,1,1,1
"X15146_25",1,1,1,1.17667322834646,1.98534405907751,1.96231998079061
"X15175_22",1,1.99978986603565,1,1,1,1
"X15191_33",1,1.87062138097174,1,1,1,1
"X15192_15",1,1.99980116306395,1,1.99977192715295,1,1
"X15211_18",1,1,1,1,1.93631663140181,1.90800246543243
"X15224_20",1,1,1,1.12609922017587,1.65247490244586,1.63127028243756
"X15225_57",1,1,1,1,1,1
"X15228_36",1,1,1,1.98819070529749,1,1
"X15239_56",1,1.08791208791209,1,1.85484878300764,1,1
"X15249_26",1,1.80168346850017,1,1.37426434682914,1,1
"X15254_38",1,1.88136403522587,1,1.0672268907563,1,1
"X15257_14",1,1,1.91449636961988,1,1,1
"X15260_64",2,1.99303876422245,1.15384615384615,1.99894807268197,1.99872666874274,1.99779296858031
"X15266_25",1,1,1.99998752844916,1,1,1
"X15274_44",1,1,1.98427249203125,1,1,1
"X15299_19",1,1,1,1,1,1.50286555549713
"X15300_64",1,1.24003508964307,1,1.42351655941938,1.99988420646435,1.99999299843654
"X15301_61",1,1,1.8503397235794,1,1,1
"X15304_22",1,1.17402597402597,1,1.75451973051972,1,1
"X15311_63",1,1.31934384132909,1,1.13019891500904,1.99999274300182,1.99725308533698
"X15320_59",1,1.96889882988292,1,1,1,1
"X15342_11",1,1,1,1.1231897805603,1,1
"X15343_20",1,1.60697621093489,1.4039603960396,1.58601101183016,1.16666666666667,1.2
"X15347_37",1,1,1,1,1,1
"X15363_35",1.8,1.8905480135038,1.15094339622642,1.99998159698194,1.88120261601803,1.71555136073755
"X15365_19",1,1.98537481720562,1,1.50833009139922,1,1
"X15376_65",1,1.98549694720818,1,1.28557198177092,1,1
"X15383_48",1,1.99504186503705,1,1.56258053052254,1,1
"X15390_35",1,1,1,1.12041142581365,1,1
"X15395_45",1,1,1,1,1.99698116026365,1.99999532901623
"X15410_67",1,1,1,1.57684783611462,1.98557653879427,1.99999274300182
"X15414_34",1,1.17402597402597,1,1.99890406186098,1,1
"X15425_56",1,1,1,1,1,1
"X15435_12",1,1.99110128991742,1,1.60514094951487,1.99953423102388,1.95489157721512
"X15443_50",1,1,1.95536611120627,1,1,1
"X15479_35",1,1,1,1.12811631974212,1.91155122719872,1.99161287562826
"X15499_14",1,1,1,1,1.67585270508191,1.95489157721512
"X15505_63",1.98701298701299,1,1,1.9651217050738,1.99962751283943,1.9999844217226
"X15512_13",1,1.09638554216867,1,1.53092951993484,1,1
"X15525_22",1,1,1.99906546642337,1,1,1
"X15533_66",1,1.7628812170571,1,1.12414457831325,1,1
"X15545_29",1,1,1,1.12511427452005,1,1
"X15555_37",1.88888888888889,1,1.99998998685514,1,1,1
"X15562_7",1,1,1,1,1.95929311244766,1.483288166215
"X15565_42",1,1.82135812290047,1,1.97384927452473,1.94544760430966,1.95831372218827
"X15579_32",1,1,1,1.19852507374631,1.99698116026365,1.91098929723702
"X15588_41",1,1.08888888888889,1,1.80556797404821,1,1
"X15623_13",1,1,1,1.12609922017587,1,1
"X15624_16",1,1.91998832860277,1,1,1,1
"X15653_40",1,1,1,1,1.9369754901812,1.67246406641282
"X15664_13",1,1,1,1,1,1
"X15669_29",1,1.09195402298851,1.99985585397199,1,1,1
"X15673_52",1,1.9963518733911,1.15686274509804,1.18624189842598,1,1.86430649962263
"X15691_29",1,1,1,1.12041142581365,1.98534405907751,1.9995128538375
"X15693_31",1,1,1,1.0625,1.99711105143866,1.99641554528479
"X15741_45",1,1.99551626585292,1,1.99694480175227,1,1
"X15772_32",1,1,1.99986189829368,1,1,1
"X15790_50",1,1,1,1,1,1
"X15792_66",1,1,1,1,1.90905323899565,1.99122156761486
"X15795_15",1,1,1,1.4465366493754,1.99977650352625,1.99993556113755
"X15827_11",1,1,1,1,1.95300673234464,1.9993375363442
"X15847_65",1,1.99940507326713,1.92936656620772,1.99812885198237,1.96866760853248,1.97950504765597
"X15858_48",1,1,1.99990056748022,1,1,1
"X15864_31",1,1,1,1,1.89953483940039,1.50286555549713
"X15873_11",2,1,1.92936656620772,1.064,1,1
"X15898_30",1,1.99990698702698,1,1.87922549418852,1.3191591017678,1
"X15906_8",2,1,1.99677822180282,1.47902405980882,1,1
"X15913_6",1,1,1,1.12224954094177,1,1
"X15918_50",1,1,1.28032345013477,1,1,1
"X15947_18",1,1.2499776085983,1,1.93269213311377,1.99999423435898,1.99995721022112
"X15959_28",1,1.21336529817201,1,1,1.94545253441048,1.99921395750233
"X15969_36",1,1.18400876232202,1.16326530612245,1,1,1
"X15973_49",1,1.99948712435873,1,1.97667285935496,1,1
"X15974_42",1,1.9647118341629,1,1,1,1
"X15986_35",1,1,1,1.12811631974212,1.99960004647388,1.99980534669154
"X15997_50",1,1,1.96787803690586,1,1,1
"X16005_65",1,1.99983003486622,1,1,1,1
"X16008_46",1,1.96023079723121,1,1,1,1
"X16033_62",1,1,1,1.06299212598425,1.99302382276412,1.99664956840275
"X16041_33",1,1.69814558793928,1,1.99998204102009,1,1
"X16046_37",1,1.98454139603293,1,1.1231897805603,1,1
"X16070_8",1,1,1,1.12132352941176,1,1
"X16077_42",1,1.44842693860936,1.39104291934481,1.6308446023935,1,1
"X16099_60",1,1.99852188667842,1,1.57987335502524,1,1.19512195121951
"X16129_11",2,1.99998436452706,1,1.99961525491143,1,1
"X16137_46",1,1,1,1.12224954094177,1,1
"X16149_60",1,1.61566223887513,1,1.28967037197151,1,1
"X16157_50",1,1,1,1,1,1
"X16161_40",1,1,1.97378552437145,1,1,1
"X16162_30",1,1.08888888888889,1,1.37182292172876,1.90905323899565,1
"X16165_37",1,1,1,1,1.59821839404075,1.97950504765597
"X16188_66",1,1,1,1.06201550387597,1.98185435525732,1.75050143727026
"X16208_41",1,1,1,1.79631190541155,1,1
"X16219_11",1,1.98188771323566,1,1.80161725906778,1,1
"X16222_46",1,1.64311632946961,1,1.47902405980882,1,1
"X16229_23",1,1,1.99662556772088,1,1,1
"X16232_38",1,1,1.99364715231823,1.45973723618938,1,1
"X16233_32",1,1.08791208791209,1,1.80322507224987,1,1
"X16258_25",1,1.17032898820608,1.98868128132689,1.0672268907563,1,1
"X16298_54",1,1,1,1,1.99290361765071,1.95831372218827
"X16321_12",1,1.91319718305114,1,1,1,1
"X16335_48",1,1,1,1.0625,1.89801073849198,1.98187836895044
"X16341_24",1,1,1.9859783037335,1,1,1
"X16358_42",1,1,1,1,1.99798144362568,1.99964433840662
"X16365_35",1,1,1,1.1231897805603,1,1
"X16371_7",1,1.09411764705882,1,1.68385474793253,1,1
"X16374_9",1,1,1.98228836571057,1,1,1
"X16376_28",1,1,1,1.12041142581365,1,1
"X16391_49",1,1,1,1.94179201726434,1,1
"X16408_16",1,1.42521579415961,1,1.94278435488387,1,1
"X16426_25",1,1,1,1,1.98185435525732,1.67246406641282
"X16431_52",1,1,1,1.99971950576008,1,1
"X16437_30",1,1,1,1.99912313150478,1,1
"X16464_23",1,1.9959756261347,1,1.88145267839391,1,1
"X16468_47",1,1,1,1,1.95300673234464,1
"X16471_52",1,1,1,1.58912381257918,1,1
"X16476_8",1,1,1,1,1.99886503971107,1.95831372218827
"X16495_42",1,1.81398439385712,1,1,1,1
"X16508_19",1,1.90177385827264,1,1,1,1
"X16512_68",1,1.62910589523776,1,1.53966579433709,1,1
"X16524_5",1,1.3937461926507,1,1.61084879917139,1,1
"X16537_19",1,1,1.98984176314549,1,1,1
"X16577_44",1,1,1,1.28760673607728,1.94954953916247,1.22222222222222
"X16590_11",1,1,1,1,1.99998854004646,1.99971371494206
"X16595_21",1,1.08695652173913,1,1.32160968135628,1,1
"X16604_39",1,1.4365240293768,1,1.66463352395576,1,1
"X16607_6",1,1.99977737936817,1,1,1,1
"X16608_65",1,1.99046924438986,1,1,1,1
"X16609_65",1,1,1,1.22440503658778,1.99698116026365,1.92282602487707
"X16613_17",1,1.08888888888889,1,1.68138555786629,1,1.19512195121951
"X16620_68",1,1,1,1.12511427452005,1,1.20512820512821
"X16621_23",1,1,1,1.06299212598425,1.97935720833762,1.99991975497799
"X16640_7",1,1,1.15384615384615,1.64965461598858,1.99977650352625,1.99960021828568
"X16642_59",1,1,1.98534405907751,1,1,1
"X16645_56",1,1,1.9859783037335,1,1.74189759592607,1.75050143727026
"X16657_13",1,1,1,1.47139714051841,1.99877345553593,1.69347854611013
"X16684_40",1,1,1,1,1.68454150613187,1.95831372218827
"X16687_7",1,1,1,1,1.99862931730807,1.99913687602918
"X16693_29",1,1,1.99591908097117,1,1,1
"X16714_8",1,1,1,1.650078733123,1.71169975520658,1.77099943856648
"X16716_42",1,1,1.9859783037335,1,1,1
"X16739_30",1,1,1,1.0625,1.87502724294087,1.96826865420301
"X16743_28",1,1.98917581221152,1,1,1,1
"X16765_31",1,1,1.99805218777885,1,1,1
"X16775_26",1,1.2499776085983,1,1.23893254139805,1.87281952469057,1.98564550100891
"X16785_68",1,1,1,1.9349518095218,1,1
"X16787_19",1,1.09195402298851,1.7580412587418,1.337223819873,1.63346911716482,1
"X16798_65",1,1,1.6428510513486,1,1,1
"X16822_11",1,1.65183520462806,1,1.8059413476936,1,1
"X16846_40",1,1,1,1,1.54083613829584,1.88875808320146
"X16851_19",1,1,1,1.07017543859649,1.99794465040741,1.99703392213867
"X16857_31",1,1,1,1.0625,1.98857362164215,1.68284081008931
"X16864_49",1,1.09195402298851,1,1.89879999188924,1,1
"X16866_49",1,1.96099701761219,1.99996789525638,1.99987219823765,1,1
"X16899_18",1,1,1,1.13019891500904,1,1.38800444279896
"X16908_54",1,1.37216864981767,1,1.1753857117003,1,1
"X16925_52",1,1.08791208791209,1,1.85134440516068,1,1
"X16934_47",1,1,1,1.14827201783724,1.99980597337838,1.99993802290975
"X16945_33",1,1.58035800887012,1,1.55924190803948,1.99999370180835,1.9993375363442
"X16961_62",1,1,1,1,1.98557653879427,1.90137778814649
"X16967_22",1,1,1,1.06349206349206,1.92519285610725,1.86430649962263
"X16995_6",1,1.64311632946961,1,1.76246070363183,1,1
"X17030_8",1,1.99975603096064,1,1.9301513605864,1,1
"X17031_57",1,1,1,1.07692307692308,1.797424754477,1.97334677377667
"X17059_17",1,1.97832372305761,1,1,1,1
"X17081_63",1,1.09195402298851,1.99981589249606,1,1,1
"X17097_11",1,1,1,1,1.98240546164231,1.99748240364814
"X17104_58",2,1.94135869778573,1.15094339622642,1.99768905156698,1.97935720833762,1.97159506244215
"X17110_26",1,1.92863823902409,1,1.97013114798489,1,1
"X17123_43",1,1,1,1.13687315634218,1,1
"X17124_17",1,1,1,1,1.94094172850573,1.53521126760563
"X17125_18",1,1.17593515381038,1,1.38959639373491,1.19047619047619,1
"X17130_41",1,1,1.99677822180282,1,1,1
"X17139_44",1,1.99460740533879,1,1.81679575692229,1.99679783027853,1.80302047076869
"X17149_30",1,1,1.99998998685514,1,1.96565126292715,1.94016229630577
"X17150_55",1,1,1.49286078719896,1,1,1
"X17156_21",1,1,1,1,1.90365115506861,1.5240034555103
"X17162_13",1,1.94553956309792,1,1.2088510608706,1,1
"X17173_15",1.93506493506493,1.58035800887012,1,1.8397983395421,1.18181818181818,1
"X17189_31",1,1.09302325581395,1.49286078719896,1.13126577713667,1,1
"X17190_23",1,1.09302325581395,1,1,1.99516563156189,1.2
"X17199_67",1,1,1,1.98621292378113,1,1
"X17206_15",1,1,1,1.81408103266501,1,1
"X17234_50",1,1,1,1,1,1
"X17236_35",1,1.5103725964202,1,1.99992254438531,1,1
"X17248_36",1,1,1.29042904290429,1,1.73347889084513,1.5240034555103
"X17265_23",1,1,1.99886503971107,1.65288216326354,1.99999318148368,1.99913687602918
"X17268_68",1,1,1,1,1.99960004647388,1.99725308533698
"X17275_7",1,1.24244631979439,1,1,1.94954953916247,1.87281952469057
"X17282_10",1,1,1.99516563156189,1,1,1
"X17309_23",1,1.99925330090168,1,1.27581117883181,1.72519565707416,1.90137778814649
"X17315_29",1,1.99653386617664,1,1,1,1
